accuracy,macro_F1,weighted_F1,balanced_accuracy,macro_PR_AUC,macro_ROC_AUC,ECE,Brier
0.9956739920401454,0.9963778165831242,0.9956805170648922,0.9964247214494396,0.9995501489533275,0.9998642969855964,0.17599771779735798,0.0015321880820968958
